魔物名稱,等級,血量,95%迴避,100%命中,屬性,種族,體型,base經驗血量比(經驗值/血量),job經驗血量比,所屬地圖,魔物詳細資料
瓢蟲,23,268,237,236,風1,昆蟲,小,0.8843,0.4291,冷豔舞姬村 (gef_f05_a)；冷豔舞姬村 (gef_f05_b)；冷豔舞姬村 (gef_f05_z)；冷豔舞姬村 (gef_fild05)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈北區 (mjolnir_01)；斐揚森林 (pay_fild07)；普隆德拉區域 (prt_f02_a)；普隆德拉區域 (prt_f02_b)；普隆德拉區域 (prt_f02_z)；普隆德拉區域 (prt_fild02)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1174
螃蟹,45,1252,253,269,水1,魚貝,小,0,0,海盜地洞密穴1樓 (iz_d00_a)；海盜地洞密穴1樓 (iz_d00_b)；海盜地洞密穴1樓 (iz_d00_z)；海盜地洞密穴2樓 (iz_d01_a)；海盜地洞密穴2樓 (iz_d01_b)；海盜地洞密穴2樓 (iz_d01_z)；海底洞穴1樓 (iz_dun00)；海底洞穴2樓 (iz_dun01),https://twroz.wiki/mob?search_query=1066
諾可伊,106,129227,329,342,暗1,人形,中,0.6,0,人面獅身像地下1樓 (in_sphinx1)；人面獅身像地下2樓 (in_sphinx2)；人面獅身像地下1樓 (sp_d01_a)；人面獅身像地下1樓 (sp_d01_b)；人面獅身像地下1樓 (sp_d01_z)；人面獅身像地下2樓 (sp_d02_a)；人面獅身像地下2樓 (sp_d02_b)；人面獅身像地下2樓 (sp_d02_z),https://twroz.wiki/mob?search_query=1164
鴞裊男爵,120,151418,422,399,無3,惡魔,大,0,0,克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城1樓 (gl_cas01),https://twroz.wiki/mob?search_query=1295
鴞裊首領,92,35788,384,353,無3,惡魔,大,0,0,鐘塔4樓 (c_tower4)；克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城1樓 (gl_cas01),https://twroz.wiki/mob?search_query=1320
龍蠅,56,3477,275,303,風1,昆蟲,小,5.2183,1.2689,蘇克拉特沙漠 (moc_f18_a)；蘇克拉特沙漠 (moc_f18_b)；蘇克拉特沙漠 (moc_f18_z)；蘇克拉特沙漠 (moc_fild18),https://twroz.wiki/mob?search_query=1091
殭屍,58,4644,264,269,不死1,不死,中,0.5999,0.1712,龍之城王陵內部 (lou_d02_a)；龍之城王陵內部 (lou_d02_b)；龍之城王陵內部 (lou_d02_z)；龍之城王陵內部 (lou_dun02)；斐揚洞穴3樓 (pay_d02_a)；斐揚洞穴3樓 (pay_d02_b)；斐揚洞穴3樓 (pay_d02_z)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴3樓 (pay_dun02)；斐揚洞穴4樓-廢村 (pay_dun03),https://twroz.wiki/mob?search_query=1026
螳螂,84,12901,305,320,地1,昆蟲,中,0.6,0.1529,吉芬區域 (gef_fild06)；吉芬區域 (gef_fild08)；龍之城審良宮 (lou_f01_a)；龍之城審良宮 (lou_f01_b)；龍之城審良宮 (lou_f01_z)；龍之城原野 (lou_fild01)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；妙勒尼山脈北區 (mjolnir_03)；妙勒尼山脈北區 (mjolnir_04)；妙勒尼山脈北區 (mjolnir_05)；妙勒尼山脈北邊山麓 (mjolnir_12)；迷宮森林1樓 (prt_maze01)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1139
鍬形蟲,35,1085,237,254,地1,昆蟲,中,0.6,0.1198,吉芬區域 (gef_fild02)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈北區 (mjolnir_02)；斐揚森林 (pay_fild09)；普隆德拉區域 (prt_fild03)；普隆德拉區域 (prt_fild10)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1128
闇神官,80,18880,336,313,不死4,不死,大,0.6001,0.132,克雷斯特漢姆古城2樓 (gl_c02_a)；克雷斯特漢姆古城2樓 (gl_c02_b)；克雷斯特漢姆古城2樓 (gl_c02_z)；克雷斯特漢姆古城2樓 (gl_cas02)；修道院 (gl_chu_a)；修道院 (gl_chu_b)；修道院 (gl_chu_z)；修道院 (gl_church)；地下公墓 (gl_chy_a)；地下公墓 (gl_chy_b)；地下公墓 (gl_chy_z)；地下公墓 (gl_chyard),https://twroz.wiki/mob?search_query=1117
獵蠅,80,9614,360,323,風2,昆蟲,小,0.623,0.1829,迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；妙勒尼山脈北邊山麓 (mjolnir_12)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1114
藍草,1,10,172,202,地1,植物,小,52.1,10.4,巴不其卡森林 (cmd_fild01)；吉芬地下密穴2樓 (gef_d01_a)；吉芬地下密穴2樓 (gef_d01_b)；吉芬地下密穴2樓 (gef_d01_z)；吉芬地下密穴2樓 (gef_dun01)；獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；吉芬區域 (gef_fild00)；吉芬區域 (gef_fild02)；吉芬區域 (gef_fild07)；吉芬區域 (gef_fild08)；吉芬區域 (gef_fild09)；獸人村 (gef_fild10)；克雷斯特漢姆 (glast_01)；蘇克拉特沙漠 (moc_fild17)；斐揚洞穴4樓-廢村 (pay_d03_a)；斐揚洞穴4樓-廢村 (pay_d03_b)；斐揚洞穴4樓-廢村 (pay_d03_z)；斐揚洞穴4樓-廢村 (pay_dun03)；斐揚森林 (pay_fild10)；普隆德拉區域 (prt_fild01)；普隆德拉區域 (prt_fild03)；普隆德拉區域 (prt_fild05)；依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2)；汶巴拉卡拉拉森林 (um_fild03),https://twroz.wiki/mob?search_query=1079
藍鼠,82,16133,344,331,毒2,動物,小,0,0,鐘塔地下3樓 (alde_dun03)；地下洞穴1樓 (gl_dun01)；地下監獄2樓 (gl_prison1)；地下水道2樓 (gl_sew02)；樓梯迷宮 (gl_step)；妙勒尼廢棄礦場3樓 (mjo_d03_a)；妙勒尼廢棄礦場3樓 (mjo_d03_b)；妙勒尼廢棄礦場3樓 (mjo_d03_z)；妙勒尼廢棄礦場3樓 (mjo_dun03),https://twroz.wiki/mob?search_query=1209
藍瘋兔,34,1168,249,273,無3,動物,中,4.9469,1.2072,迷宮森林3樓 (maz_d03_a)；迷宮森林3樓 (maz_d03_b)；迷宮森林3樓 (maz_d03_z)；普隆德拉區域 (prt_fild02)；迷宮森林3樓 (prt_maze03),https://twroz.wiki/mob?search_query=1093
蟲蛹,4,51,184,206,地1,昆蟲,小,6.1569,0.7059,吉芬區域 (gef_fild07)；迷宮森林1樓 (maz_d01_a)；迷宮森林1樓 (maz_d01_b)；迷宮森林1樓 (maz_d01_z)；斐揚森林 (pay_f03_a)；斐揚森林 (pay_f03_b)；斐揚森林 (pay_f03_z)；斐揚森林 (pay_fild03)；普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild08)；迷宮森林1樓 (prt_maze01),https://twroz.wiki/mob?search_query=1008
轉轉蛋,53,3275,286,282,念2,無形,中,0.6504,0.218,斐揚洞穴2樓 (pay_d01_a)；斐揚洞穴2樓 (pay_d01_b)；斐揚洞穴2樓 (pay_d01_z)；斐揚洞穴2樓 (pay_dun01),https://twroz.wiki/mob?search_query=1116
騎士監護人,86,30214,427,339,無4,人形,大,0,0,,https://twroz.wiki/mob?search_query=1286
爆鑽傘蜥,84,12901,308,363,地1,動物,中,0.5434,0.1529,妙勒尼山脈北區 (mjolnir_03)；妙勒尼山脈北區 (mjolnir_04)；妙勒尼山脈北區 (mjolnir_05),https://twroz.wiki/mob?search_query=1380
獸人女戰士,54,3709,282,266,地2,人形,中,0.6298,0.1162,獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；吉芬區域 (gef_fild03)；獸人村 (gef_fild10),https://twroz.wiki/mob?search_query=1273
獸人弓箭手,78,94836,372,313,地1,人形,中,0.6,0.12,鐘塔地下2樓 (alde_dun02),https://twroz.wiki/mob?search_query=1189
獸人英雄,60,68757890,388,350,地2,人形,大,0.0811,0.0165,吉芬區域 (b_gef_f03)；吉芬區域 (b_gef_f03_z),https://twroz.wiki/mob?search_query=1087
獸人酋長,66,78757000,419,378,地4,人形,大,0.1178,0.0201,獸人村 (b_gef_f10)；獸人村 (b_gef_f10_z),https://twroz.wiki/mob?search_query=1190
獸人將軍,125,,,,火2,人形,大,,,鐘塔地下2樓 (alde_dun02),https://twroz.wiki/mob?search_query=20178
獸人腐屍,51,3033,279,269,不死1,不死,中,0.7867,0.1922,獸人地下洞窟1樓 (orc_d01_a)；獸人地下洞窟1樓 (orc_d01_b)；獸人地下洞窟1樓 (orc_d01_z)；獸人地下洞窟1樓 (orcsdun01),https://twroz.wiki/mob?search_query=1153
獸人戰士,52,3266,241,269,地1,人形,中,0.5998,0.1197,獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；吉芬區域 (gef_fild03)；獸人村 (gef_fild10),https://twroz.wiki/mob?search_query=1023
獸人戰士長,85,103962,344,305,火2,人形,大,0.6,0.12,鐘塔地下2樓 (alde_dun02),https://twroz.wiki/mob?search_query=1213
獸人嬰兒,51,2766,263,259,地1,人形,小,0.5998,0.111,獸人村 (gef_f10_a)；獸人村 (gef_f10_b)；獸人村 (gef_f10_z)；吉芬區域 (gef_fild03)；獸人村 (gef_fild10),https://twroz.wiki/mob?search_query=1686
羅達蛙,13,140,200,220,水1,魚貝,中,2.3143,0.4643,吉芬區域 (gef_fild01)；吉芬區域 (gef_fild09)；普隆德拉區域 (prt_fild00)；普隆德拉區域 (prt_fild04)；依斯魯得島失事輪1樓 (treasure_n1),https://twroz.wiki/mob?search_query=1012
蟻后,55,35851640,342,342,地4,昆蟲,大,0,0,螞蟻地獄密穴2樓 (b_an_d02)；螞蟻地獄密穴2樓 (b_an_d02_z),https://twroz.wiki/mob?search_query=1147
蠍子,16,136,206,232,火1,昆蟲,小,2.4853,0.5515,蘇克拉特沙漠 (moc_f18_a)；蘇克拉特沙漠 (moc_f18_b)；蘇克拉特沙漠 (moc_f18_z)；蘇克拉特沙漠 (moc_fild11)；蘇克拉特沙漠 (moc_fild18),https://twroz.wiki/mob?search_query=1001
鏈錘哥布靈,52,2942,283,270,火1,人形,中,0.6298,0.1162,吉芬區域 (gef_f11_a)；吉芬區域 (gef_f11_b)；吉芬區域 (gef_f11_z)；吉芬區域 (gef_fild11)；普隆德拉區域 (prt_f11_a)；普隆德拉區域 (prt_f11_b)；普隆德拉區域 (prt_f11_z)；普隆德拉區域 (prt_fild11),https://twroz.wiki/mob?search_query=1123
鏡妖,76,13881,311,314,暗3,惡魔,中,0,0,克雷斯特漢姆古城1樓 (gl_c01_a)；克雷斯特漢姆古城1樓 (gl_c01_b)；克雷斯特漢姆古城1樓 (gl_c01_z)；克雷斯特漢姆古城1樓 (gl_cas01)；克雷斯特漢姆 室內 (gl_in01),https://twroz.wiki/mob?search_query=1260
寶貝波利,1,40,178,203,水1,植物,小,0.6,0.1,普隆德拉區域 (prt_f08_a)；普隆德拉區域 (prt_f08_b)；普隆德拉區域 (prt_f08_z)；普隆德拉區域 (prt_fild08),https://twroz.wiki/mob?search_query=2398
寶物箱子,99,1,1468,300,無1,無形,小,0,0,,https://twroz.wiki/mob?search_query=1324
寶物箱子,99,1,1468,300,無1,無形,小,0,0,,https://twroz.wiki/mob?search_query=1325
寶物箱子,99,1,1468,300,無1,無形,小,0,0,,https://twroz.wiki/mob?search_query=1363
覺醒火魔巫師,125,0,0,0,火3,惡魔,中,,,樓梯迷宮 (gl_step),https://twroz.wiki/mob?search_query=20168
覺醒冰魔巫師,125,0,0,0,水3,惡魔,中,,,樓梯迷宮 (gl_step),https://twroz.wiki/mob?search_query=20169
鐘乳巨石怪,68,7183,308,316,無4,無形,大,0.6162,0.1831,北邊洞穴盧安達 (bea_d02_a)；北邊洞穴盧安達 (bea_d02_b)；北邊洞穴盧安達 (bea_d02_z)；北邊洞穴盧安達 (beach_dun2),https://twroz.wiki/mob?search_query=1278
鐘怪,88,50000,332,365,無3,無形,中,0.5981,0.1196,鐘塔3樓 (c_tower3)；鐘塔4樓 (c_tower4)；鐘塔3樓 (tow_d03_a)；鐘塔3樓 (tow_d03_b)；鐘塔3樓 (tow_d03_z),https://twroz.wiki/mob?search_query=1193
鐘塔守護者,90,57825,363,327,無4,無形,大,0,0,鐘塔1樓 (c_tower1)；鐘塔2樓 (c_tower2)；鐘塔3樓 (c_tower3)；鐘塔4樓 (c_tower4)；鐘塔1樓 (tow_d01_a)；鐘塔1樓 (tow_d01_b)；鐘塔1樓 (tow_d01_z)；鐘塔2樓 (tow_d02_a)；鐘塔2樓 (tow_d02_b)；鐘塔2樓 (tow_d02_z)；鐘塔3樓 (tow_d03_a)；鐘塔3樓 (tow_d03_b)；鐘塔3樓 (tow_d03_z),https://twroz.wiki/mob?search_query=1270
魔力荊棘,89,5400000,419,330,暗4,惡魔,小,0,0,,https://twroz.wiki/mob?search_query=1960
魔菇,18,223,200,223,水1,植物,中,1.5695,0.3632,斐揚森林 (pay_f08_a)；斐揚森林 (pay_f08_b)；斐揚森林 (pay_f08_z)；斐揚森林 (pay_fild02)；斐揚森林 (pay_fild06)；斐揚森林 (pay_fild08)；地下水道2樓 (prt_d02_a)；地下水道2樓 (prt_d02_b)；地下水道2樓 (prt_d02_z)；地下水道2樓 (prt_sewb2)；依斯魯得島失事輪1樓 (treasure_n1),https://twroz.wiki/mob?search_query=1014
魔鍋蛋,63,5840,292,305,水1,惡魔,小,0.5771,0.1652,蘇克拉特沙漠 (moc_fild13)；普隆德拉區域 (prt_fild09),https://twroz.wiki/mob?search_query=1138
變形綠腐屍,17,0,0,0,不死1,不死,中,,,普隆德拉城地下2樓 (prt_ca02),https://twroz.wiki/mob?search_query=3032
變異幽浮水母,9,95,190,214,不死1,不死,小,0,0,依斯魯得島失事輪1樓 (treasure_n1)；依斯魯得島失事輪2樓 (treasure_n2),https://twroz.wiki/mob?search_query=2404
鱷魚人,68,7911,286,321,水1,動物,中,0.5033,0.1457,基乃依沼澤地 (cmd_fild03),https://twroz.wiki/mob?search_query=1271
